text_col_1,text_col_2,text_col_3,text_col_4,text_col_5,text_col_6,num_col_1,num_col_2,num_col_3,num_col_4,num_col_5,num_col_6
egWvwfHO,roENkFtF,DStyJuqD,cVzXKsjn,FtMhUbMj,ioGGGnmd,52295,15582,70510,9117,91631,92627
bvFQyAAv,KOTivFNs,xRoehbmg,jPkqauul,GPyKhJqs,VRQLsdcz,5332,91464,81300,16929,782,48302
LnUDSRSi,idMaCtod,OVydMSJi,uVdUOUhg,eIhhwKla,gqYNNJHb,23252,88632,47124,53921,62190,20519
WbhkTeOj,cYjFeMCo,pzydtzJt,ZPIkAJnV,jchqEcdG,ApDgjnpA,2612,55997,65923,66649,95679,67252
PiHsPxGp,cxsBaltu,RVmVFokt,DmcjeNgx,YqvtaQSR,zYTIeqPv,50494,41502,10069,92444,51350,73819
fviIwNHt,vXDKAFOJ,nNpctZBH,XTmVzntj,wTPxiVAG,mKzMubYh,63869,78408,82780,23726,87979,9214
RQzipzXo,OhuJpbPr,RwnftrCm,TiPFrrWd,afAFhCFq,sbfIDXpO,39253,83614,77688,30051,34329,5714
tCeomDUz,zTGRXZQM,sxMWZxLZ,gJnWYIvx,aRgCdpep,UmGjAkYS,11782,38280,68384,159,20108,78534
XaRRQJzc,tYaWJZoV,rVUUFGCO,tSPxxBmX,tJDhSijc,MzRByVNI,7633,25070,79901,25331,26129,78517
wvXTlDDJ,chzDGvei,USBmhpxV,MPitZIDa,KAyVXazg,oMIKWGJk,36634,39874,62681,3801,79763,26030
qKgJWLBc,hBXoThyD,CIHVRYTN,LLhSURKf,vRqlwjix,SNtfGLag,78127,55482,35044,29476,10283,1110
FopDYJnD,mBgeHZTf,WxIgFuzS,PWgHULLV,mkJKKzeH,YmdUiHcw,67191,20221,59673,75576,11211,95885
dNnVXqOl,KCEKbUvb,ZihaSMSt,gGIOIxEk,jycoDnjq,XuPXwEKd,51426,47839,34284,88618,89598,98261
IKIOOccE,xItvXmJS,zotIKuEh,yXVWFpKd,CcrKjPmr,ZfylEasG,41361,25324,65718,69166,17144,4871
vqhHzhmw,nCnuQNVW,qbtJsQQq,mLJBggZN,nitrKiRP,epuGHaOz,42097,28743,97671,98367,37871,88607
oEGGmbhp,KqqKGfUr,lLzMJPmb,laXlWWAc,swcYCFSH,OEAEQbBP,63616,78290,63814,67786,87481,97164
LgjeCyQg,DrzGcrvp,OretPbBV,ESyQvKZm,ryIztNmV,WNdgjcja,57890,79625,11705,20325,68367,68948
YKUvBGTB,zOOInQLI,lsFsXVhL,lZucZmCZ,hqxrXmPP,ESGkNjOo,56828,57344,27531,79323,44006,63272
MncFzzsd,VlVlDtXw,OyeWnoFA,PGoCdTPf,ymgXskEW,afnLgFeG,61584,39683,41414,76161,8669,73465
vpYoaPEv,uJrGhvZt,IrvfkXqp,enPGHevv,hflmWyzQ,wxmgGcFD,67404,71524,88522,16420,37941,11143
VvHdZfWy,FyBDHvCt,DjcOKSBl,IYMJBmuJ,fqxNcVNf,jTEFhYNN,20831,84276,65866,18430,68856,29288
tFMRMCMA,HfIYoBOy,pikZyQLD,cKeuZxOV,LdSidCww,nWYguwqL,77761,38052,33790,18316,29940,31394
Aphboaph,dsgWEvTo,cupGFlnC,ThDFBNcl,YjXvqufV,zSEsAGxn,29003,94798,7552,57298,63025,84646
TmWZanrg,axDCshIq,XiNbmbaG,rWvSmcIE,iPgGzPzI,FsJwGDbr,97974,7475,53222,55488,76252,8318
pLsezObE,IyyDMgzI,zuQczXbK,aIMiXReb,wSrpZaJC,ERNLaUEj,39989,88674,86462,48785,19576,91731
dncoqKWL,kpwveTIv,oaSshvSz,GlylTtMt,rDgIVSiE,EvOmSyWN,74060,71500,35443,7617,23861,61620
KmiEDqAH,uFURgiKD,kdMlfSLX,wdoLzKgA,wtAqncGw,jrHCuZbO,16518,37344,14960,71015,8112,38041
iBAEfibI,urqoXgxw,fXpypeGW,McLKgxyA,LBuSyJFd,BRjGbHGh,96049,58605,13478,92432,27710,92118
cocIqIHF,JeErKeRR,eXsUjsOi,dSrdjisS,ypyERBOj,qREfWAKf,18826,82920,73166,92272,75315,85453
TQgeVKQe,VFLwRUbh,StyfjFpJ,NmZtiKtn,IaOYHSTH,IpzcdESN,56258,79958,93522,19487,37058,21427
CfOjFUCc,ThmxZckz,NKzpFKrZ,nnvVVShM,QfgkZxgk,npOVOKEL,5346,70790,55063,37367,14156,14990
ZFUEzOhA,cgrCdIQA,KdZHAnWY,xZEkgFoa,sOJRCXUv,kMUVoUtR,75689,19741,67948,50711,58483,35083
riiebbeT,ahDvIZGG,kNXUVepA,BtHfsqGS,JrCsXkjf,POHpBNIR,55546,33294,22047,72031,59893,87467
gJjyncoL,pCLcesNP,YXAdhwcs,FrVGGmXy,mgBUeIsD,xTONuWji,82625,19132,36971,88642,32082,37729
DvdHHlMS,XZlIHYzf,TXoCFpQl,CbUvxxuw,wIaEiONE,ckPjMrIl,1972,91670,10142,57580,84273,96893
ERixpMvi,GzkvGjvC,JqzbcGlD,kGSezyyv,LOTbZaLa,wswopYRw,95030,35057,40539,41384,82268,45771
kxmPuYmB,smztxHFp,bMTDaQhT,BOHsLNaf,mtbuuCQS,fCGIDGdu,74618,49156,41466,73512,76382,99668
gMoJHFKC,cxTrIHCv,xzaWnCeJ,nrkjpHJO,TKvpITjz,AosAuJxI,2522,94321,50695,55182,84187,94494
AGciIsix,QsJuxPLj,TIZAnIIs,rUMrfkQq,GUfbuIed,zNFwfvuV,34185,96466,83503,80481,87259,77949
DSybiQyJ,BhJSCfPa,iOyTRzza,NhrmlnLc,olIUcFKi,FbuTQBhA,12265,89433,79197,47166,4407,72554
KHEUdwBa,uRHchsAB,ONNAbuqD,hHiOlQXo,yxgNyMwH,FDoHleeM,51521,70872,87517,54355,38837,86557
HyiFxwau,pxdBQkUl,SlgAOGGS,AXQtwuft,bfYxdVRz,bqxQocTl,11616,83688,12918,84663,25130,89077
RnKUyqQe,MwBXFVJy,WEkyRWQe,iBwTneNl,VHkhThIn,ypFBkBFp,23261,35429,83759,37621,60422,26015
UtUMnfnd,qpwnCkcM,gRbLGLpB,DcZdjXfs,BpqepdLu,MWHBdQkB,74440,64165,75421,36751,64529,80244
SbIKvLce,zbbOgyVT,WgHAkCFU,YbZNBgNe,cJYyxCAr,WjqsLlDd,92205,38117,49272,16528,22704,73257
LEkMsxLP,REDlnjdT,rSmyivsM,MYBhbDIC,niNDNvFo,vzjRVyjg,64928,72454,3533,87461,80429,21575
ZUwYIalN,eIAdwxVG,yKxyJpVr,kdtkCpKX,LuCeeblx,EmWxEzLA,34367,49157,72804,28127,6851,80776
dbPNAofe,fROxughq,yxxJywEj,KUgwsdcp,TTBwEccj,KsMmazlE,19682,37841,72116,28908,42974,52896
PgeZnjfr,rfTxUzbb,egNfHMdg,pOilyPLs,Srckvung,yLvtSJHy,37941,46188,72208,96157,27093,45420
QDNQDWZE,ESGjUGsd,AyAzXuws,OlAVehtZ,HulYVIii,dilApLSw,67364,13340,18713,86519,86381,295
XJuhFyih,zWrrhqSC,CDLgnwJl,sNURrOyp,kyEiDZKz,xbWxwYDL,82460,1076,92231,408,51126,22028
kaNEMpwW,cExOabPv,ULLpKRUp,kdJNotPH,tftNhmuV,fiTHomDA,76828,20822,92543,14173,97049,7502
yVssiVeu,bGesyaLU,FHJIHMsP,DwfzRAGJ,ATyTYjVV,qClmadHS,39894,24520,24193,81532,67999,97544
bZmOisMR,SSwRfbCJ,LGhFBXXR,KZyjfAcS,cFHqlPpb,bxkTbuTL,75297,44808,92493,78080,93102,74347
ETOLJhLc,TluIqiiE,fNgUjREd,cuSWfDQR,lTWCVeDX,bGWOQpXZ,78208,35453,94516,78966,36530,10510
ZJDKXxnv,lwmTzqOv,JPWCRAFl,nTnanEZC,UkAlPvNf,RsqwoRdd,87148,73751,94222,94983,47236,81592
zLPuNVcD,KyqYjVHe,gSQTSIDb,RzgpfgAL,yAmXyLvL,PIYOpurZ,15074,69666,66312,42464,72188,66904
XluFLmyM,kynOXFiU,rVIIEdyH,DwSDOVCa,YqmXahCM,vpFzBGyw,6183,49031,87188,84585,12675,51919
gHcvFtXl,PrtWBHxk,yOwaKOqL,jPZGJflO,YugQMvnR,xTUIzmBm,42069,1049,53811,479,66734,58535
pYsaukLX,qewXgiuq,NOJyfhvX,QKHsoKFu,edkafCpT,LuQLrHPh,66514,86942,53067,93340,25634,2864
fasPifVt,FfeTuumU,KrzdOGMg,CEIgBDPY,rslvhLKG,eBclszBL,280,28758,54716,54330,59624,29060
YgpiyZad,HDRUdCxP,rCZpgIcF,NCiTqkXm,NVCZDmcR,lPthnMiG,35144,44687,45043,52448,36699,90597
hvhXeTzF,lAnERWrD,BhQWxsAU,FWvaPfQf,sLiAiwVr,AZRxqilG,76158,74421,36911,29827,77771,48734
UBpJpAgx,eGMlVquL,QSYtmCXE,bzmFcsKr,OTWPBGle,bGszdFji,76737,33691,93551,84911,60434,60636
kSPJHYwe,GHzkFaEq,sLwwPoOo,xiterAiB,hIdxlPrY,IXiClXuL,79664,87196,87801,5363,21434,74209
ToAizoCv,RQoOBPwt,JiYBbqCg,ICGHYLmf,pJdHaOQC,YeJyEejS,71191,16390,80746,80063,47572,77069
uLDbNqDd,pgqsmlnR,CYcHbdZs,ItRQPAxW,uFiiEFgN,XMIjIdXO,59616,9778,22090,43314,97456,22673
cnAlghbp,lXdyVwQh,wrxtYxXu,kkFCpWKj,srRRXbyQ,EsHUqjCe,68225,20568,35414,22150,53687,88227
NPfyHMyw,TCHLGRup,hPAjItjd,hTLZQWyJ,NfpBriwo,zblmibWs,20333,33781,73875,41704,5055,36171
iwIJudhc,SNSdjYTt,xjWvSvhD,BskbRtru,FcqJJHJt,PFaskntY,37496,53036,60385,31127,31039,83152
VHvqzgYq,ypElosJK,DVoLqtdx,UgckZujL,oMkIgkxv,lANhPKvn,2125,91674,84928,80989,47129,19862
pKnKnpHp,YlyRLPXU,uhmQtAlI,lVvRrRJr,KcpsBmZW,RFgtiCFH,53058,2617,92811,72607,98091,58677
KeyPiAXm,nKDJncOo,XQuVnBYl,DLJjKxmT,HjcPIjVU,pRtFGUJM,66673,85930,9927,18826,91158,35562
edEloewj,UriAUJFG,LzGXEXAS,ANnUWzHo,deNQvafP,vPkVdhns,56418,38374,38280,27868,92764,66023
nuDXMkwa,XuvcMQEI,zRqsTdSi,NbxKDoFo,oXAAjiAV,vLtFtdqE,37223,74752,19957,83963,81760,83321
JiOJJswy,jMoytIHk,uIYpDuAL,QoEBpoHC,KyshyfkE,vuHLsMyr,47158,17203,47874,1165,65719,87241
oWpouhlo,PSYBJJeE,mSzTLMLV,FmQffZEg,ljrsfrzX,sTpMkMAK,39599,3409,39830,15681,13180,35342
oxlJXNGg,nmvSikqA,RnnOtlVz,GTxYwPib,lUVzyKrI,XWeWQZLk,59516,39931,77773,73166,64395,27874
rfuPYpHr,fjyTRaZS,CsyQdhrJ,MxtEsGil,vKqMmWli,PccBnuWW,60839,48855,39939,14042,23174,76085
cysvBmvt,AEIeRWTB,VjZtxFWN,OEbJHPEJ,gEVdUYNf,HBHJEKtx,89743,59415,56558,84554,34959,87556
VIsdllnk,rcXrmZrh,qDPZAjHR,wnWzvcMG,nxibZwSn,rkFsPpUz,57244,33444,48906,97434,93635,96400
cstkBxWF,gUtaxlRl,ymhHxznO,EouTzsPK,vvnWEupI,EEmaBxWS,40330,96652,79726,56481,94065,58738
KWMRIvqx,kgJHlJsj,iVfioHhG,YviFiAqK,FEsykAYo,TgdUzGLg,51196,92390,39821,81695,78328,91378
TvWoEwFs,fsTDjzDd,cKMktbTn,cuSkxIxc,tCIubefW,PlWXoqsz,79701,54815,81630,57145,78668,8446
frbpLQpk,aiRYnhxg,VXImvaJR,tFXthkhO,aErXjevh,awGJeXvX,94924,51581,38631,78571,9356,35210
YbgefPxz,fosoypXx,ZpKkwEfd,KcCNiSmq,xMCzdSWj,HonjuwKc,57250,58289,96170,5505,58571,6368
PddzWWJh,tfZVFQzo,tWmJxBoS,XxPQyTRr,bxxuvNHi,sBQAArzF,29284,92437,53281,28865,63437,43480
BOUslLii,FkumJoHN,MqNpSEVa,tLacUdTF,owXOKand,OJYXAmhz,44247,5899,1384,33088,98266,57805
hKcxHSLs,mWEsLjJK,IIPpbeaQ,ddCojhho,vQxOlVQI,MFsmDHri,81495,9233,92268,40361,80485,96278
aiRoHVow,XQubHbSf,XUgzdurM,jnosRmWe,tfsxWBMP,WbcBwKmx,7141,9760,22769,89332,67643,71803
bAZgjwSd,rZBgAutj,oYQcPirq,pXpsbJvM,EVIBKiUF,aPjfneHs,91166,62808,48232,35170,76559,57788
IpgThmUt,wFlqopWk,RUXpMqNM,drSfFwkX,pOeQsKiB,VCskJWfY,69751,38315,40472,65846,60753,22187
zrZNkbus,nKHGzLwK,jBDIULNP,UeJMFVGQ,zdjPulDb,ljwjAbag,75305,31957,71059,61984,76096,82228
ORLQMyHG,eEAkkaGy,fiEabZyt,QPoNBnAx,pEFRQPFb,XRgfMGJr,31621,55173,8603,85944,26868,72743
rCqNDBOw,IvSOpipb,DwEvUNIN,nZUVcvXZ,PScpEgrv,KtLQqJzb,95276,30550,65074,39655,51161,84663
yQPzTaLH,WOxZjDHk,uFRgJIym,YJfyMtbY,UuMspuiw,qmeNqDJX,49356,76106,40492,50782,89617,56902
uWfrNYtt,hNwGRcNs,nPnzrdxJ,cRENsBnV,OPyQYONa,BFTwneYJ,77898,36600,76433,81308,75909,71143
BRGTQQZe,bwkICOBB,ShmcXkxM,kXTXhQNP,phyVBJvu,ThVnvKxo,18663,97558,14509,19182,98456,14929
gHJgnJXB,gQlmzrvj,wtdpUdYg,kmjZtepd,wnYPZodv,FUaLFsze,65244,7861,42148,85846,49180,1999
SKYkwtHF,lBQQeBtO,ZUqJZQhp,COkvOSEI,MqwYxMPD,opslixus,10343,99221,30210,33890,8406,38137
oJivKFoh,GwMWxgAI,jzixXUUK,QcKwEjIq,DbCTTcYP,sOhGOosj,80849,24012,53251,7219,68814,47634
oWZKTgyQ,dkNvysRR,PNhJmbLj,tVGzTOZE,FdErWJQF,BDfPGYoK,78606,28431,32411,33337,56968,8152
YUpElIIs,qMQPQZJI,VFKqfyAi,eeKxeQiC,mmvFibFM,SYSJmUsz,5692,56433,22855,79618,38497,85177
UsUFJLTM,kRvnobHw,SUPECjoh,sRfVCoaY,YhsZSoVq,EHWLvlbd,16060,29227,15206,65201,32674,50261
DuaQlRyf,lDWPacsd,xhEUaSyE,PLikNnrI,THmzPNEb,JArHMKyL,59203,4127,62722,73378,73522,44166
hjloBAmI,mLluuBdi,dceOVQAb,ibjwnReA,IPpWfYaf,lmGgSZXP,96872,95681,61209,60543,85421,28287
bCKLReAr,ARUdUxql,BPIzhgzs,kKJPVgxP,OECxLKQl,gCqMKhbn,79003,3176,51635,20794,96298,87098
RAtkcrUx,eWQOuGKz,cNjKpJGa,DpLNokwG,PolXkcac,LqpHOZmf,50832,19820,10262,79786,77441,8940
CTaKIytH,dDpLXOve,DpvdcKUB,vIlWkRbJ,DDysWhtT,VAoTUsBx,9889,37524,40677,24066,14639,1909
POmHLqxE,VQuXSWuq,GGVbUdTN,JlfBCvqg,nAnebYwj,wVcetDsW,84057,67871,336,17420,60434,72719
KDnQHlLJ,eOOrEJOv,nvtCFeOh,BoQiVROm,qlErJKGB,XVoTHbqM,80734,12767,77044,99507,30857,55168
kZTvLIsi,hunhwUYC,eBElZMmP,aLdYfTlL,gcMZLJiP,zCHlDvqD,93611,30993,16998,24470,51668,29846
DQgLFCKV,TMdBEUzp,UaKlneOI,jrEykkKM,pJGBuDXC,ZYsmerQp,31175,64863,21433,84029,9689,22518
yhUclPNp,hnVDjtJD,GylwfQGH,GzBCRJHm,lODcSquQ,QqOYBhFC,84267,52896,82929,89290,71176,50726
xjVzXMOu,vGfjmdjg,LRfUpwZI,YwSkfcka,nSGeDHup,noAGyUsF,72410,47925,9915,23542,35042,37414
EOgzesIi,NQvOzGwZ,KaZanaLL,IADfeXCk,eYrEmWyC,AHhCttZU,9619,20971,7454,83458,41686,57595
hPEbPhqz,YVnjNywT,FLzkRnlh,cNBnYXHv,mcQKDSGB,MNmwNwsJ,23588,33493,80940,56211,68837,19807
IUntpwNy,GtLAtNlz,gSkUyacR,hHZhlzMh,VLPCLsud,IzLZLyhQ,87220,83264,83452,80598,6860,21201
lYZnPqAN,qekqyzwp,gGGFaVvD,AkNOhMfl,wuwXyGpq,XqMurPzO,56230,48754,22,6289,69161,15252
kCcsSIJu,ooiKSHKn,FeEKweXn,htVkQQlV,XwRlAkuk,WrihwCaL,81039,58186,27037,16104,30028,31382
QuvPVmMr,gmiwKjPL,iBRIhdOL,vHiZfQQK,ElvCUmFv,YbOBRbRk,44350,35791,46964,4936,9025,98712
yYxcxplj,MyGXyGeb,aOgfTTPY,UttFhQnd,EbOcdqFW,NsgUXHpq,64439,43418,60435,80714,91006,4135
abCQqNDL,iHHpfpDw,skTVHskN,yLosafuw,MFjRwAXW,jSrSvzas,67022,78417,97343,80265,43891,97538
opGzUoXw,kgRpyMmO,jOWMynpe,zeJSGXxe,joZFkMcY,lDlbChmq,73701,32414,85498,91615,18076,63069
guHouahQ,lNEVeoLt,tvfgSoSZ,fjKSKVkw,GmYSFYZm,qErUfElx,69664,5329,65830,83202,91978,66001
wCuWgdsQ,aArsRUGT,nzKFwvlL,ftbHKwNB,gTXNIHKk,DWvNAnrt,19051,4895,58494,15009,78877,50746
fjLevQDa,dPlSTsHP,tGrxxvGD,xRiJlHcn,ctmkKkrt,jgZEUZZM,69856,48702,64539,26232,25410,76212
ZZtNZtSD,nWdgzneM,YXmpIQSG,MgVKMMJk,oDhsIdTb,boaurnLX,11378,84085,98912,45738,34148,22425
BVyIXpoB,xOHwxcSg,FLfoKAws,OrlKFqZv,WAALKmKl,KmvRhRQR,40851,74474,87720,9937,37462,11116
KtAuqxre,RViNXrOc,cRphkOip,bLIXGeUd,ekFkKfql,sWbclJEp,28809,36375,87509,224,60818,24601
lqPmQlYz,WGKdtONT,JdGYmcuJ,ggJImjNB,uebACpkH,EOqIssbI,10351,21533,92521,71850,96385,27767
QlTSpiwc,NXMqAsoT,QDIfvROd,naiGsQtb,MVKrcvox,MaTrpVUn,78361,22654,41648,7994,85659,47971
ZUmWmoJs,IHcsiSHz,uFCTjCHS,SkxcVbml,ZSDCPvIw,LKzoPzWf,41389,33420,54906,13857,18764,27091
RskaFyUb,BfMshXvn,CbgHHPKV,RhSXTKfI,fJfSqyLe,BqCQCoZZ,59178,33064,41121,32635,70397,26587
oDXRjDML,LnZLsTxu,huCYDoiV,FSkySXCY,guGDfVsY,gXgTBPgD,48744,56629,15096,15182,89210,78890
hoGUmpUX,tzfpxprV,oqtcfUbr,QwIcBQRO,xCpVFsYM,NIiScNvs,81295,74745,69664,12761,68714,45049
kekRGObp,GSgthhtm,xdqghgVG,SXjlxIDa,oVLoJjcm,WIUWRsfc,2423,80762,87319,6786,25198,21546
NXPSssOq,AENNRkAY,taUHWEEX,zINGRkoS,bryuLKny,VYhNLFmb,88564,68396,94277,95816,4490,22673
EKPzzOVq,DTAxNTDB,DVlclXue,IMylcdTl,qgTEukmU,ydvcOdqx,3018,79947,70833,19458,47673,23359
gbCTONyA,FFzLhINf,tCxfogmy,nhJlImpJ,mbISGnxG,cfVXJHtc,44570,48948,76133,84962,94242,20437
rCzdRHvP,JnvbIDqd,GDfRMDYp,VcpIIebV,JJFgTaDc,YWWgfrUM,56571,25876,76175,54846,57781,12985
wMdecyCX,ZaANAJxQ,TvlYBKKB,LcaAADsd,tAbpXOMD,fdyboDQr,36267,63784,34395,27857,77831,58735
IVpAbYuf,xZFoUtml,gFCmpupW,cbsjOtqQ,qIoXodev,BtOEndKQ,93768,97807,22604,68801,82931,39243
lQUBAXtV,QpFafWyJ,ZhvVbIaq,mroLRiHt,aDJxdGeK,AxmXtAnS,85256,30021,49260,29048,60206,62699
gRGOjDkp,yaiUydqf,LghVvpiM,qQxSdcTP,hhLiGiov,sEGyPDmF,33548,80900,33956,90601,60724,77478
tzCQRcfZ,OEUegyvj,zuxoiJax,HmmTQUBe,jXfkaEgG,GgqmzlYa,5292,26414,17777,58025,78584,81871
VGvlNZAp,EzjturIW,XzfxNUJc,EyoHTslL,NXgpqNks,YuwaRrtz,12174,60398,4669,55139,25745,32593
fkqmKhEz,fdVafRdH,jtsXfoaQ,iJlAebNs,CwUAiaYe,GZWnXhQs,27800,7764,29963,59992,62013,45447
UyIBjKwm,hNSybuHp,fqDyDFKM,mgQTVQQq,VaLDxLal,jGjPgIcs,72572,19292,31807,95988,65255,56529
OEhnFuYM,kRVmjnfh,HfnzXolY,CtiVckAK,slOHqtve,omYcBDzz,79880,34583,97161,96142,27318,60787
bwZxTNjg,SFufbRBu,BgNKLcYf,RZDGDAnM,TdCsnfsY,bXKjjSjk,54642,20126,17630,7530,43571,50724
XYqJiXJn,HVUcjOQV,QrTNlzlP,rSyHydCb,RCpCHNFL,ubRdMAMz,43459,17539,10293,8426,40014,7320
mmkDOiBB,bHTcWcnv,PWTSfXUB,vHHlJyRv,UWmKnQri,lzzYSYwL,86116,3804,47092,23629,61268,19198
TklYVjpD,ovOmBkLX,CpFJmrpM,IGdBYcLu,qoxKRlbE,tBjlCTnS,87120,98421,84594,81070,9992,29364
ACvnJSWs,nKAUYdRc,AkHYDZQU,PAMZKGTN,EQfKLwnt,rfmNefTb,65077,56647,69978,84154,62710,14202
CNntPvUU,YPawjfhO,YXeZmCGY,CKIHvCzI,QXwlRWFn,wRTprhCM,38032,51898,30110,49658,15182,91197
gaQWMKWA,QfaUxfbc,qFCIzxLH,GrocHVFY,abzEtgpC,MllauYwL,62362,47521,30412,11486,77698,69423
KXWwDfYi,AatRobRX,HkGBVRaE,vNBaTKoJ,sjFWPrGu,AczEPfso,25673,137,10681,38513,81059,29173
qEVNxzIb,ZJwOLVHm,vZOecigA,tdRiLgIp,XekNuEfv,gEeBNPHB,6829,78929,96522,1153,78957,83998
hwvFWGJD,JVkmOHqO,KVQMLDhM,QKEHulXh,XtXvXQBh,cxvurudU,35401,1556,65083,35479,43001,9989
bsHzBPfb,LZliAmgT,bkEKePXC,jCCExDfw,WbicjpSp,ERCdzWHA,17833,75996,77609,48846,249,35829
NVJUUFeg,VtWsbdEU,aTgntCXU,PpwBEjnG,dnlcSKty,xJzrGxtT,57436,84955,55703,24519,79060,31198
NwWyuEKz,MKlEJtjY,wOeOzJTW,GfDWuBNq,AmCqaCuQ,GaAAqCIH,11781,93487,22830,22733,41882,65795
nbNouZkH,cruBNUTP,oWZfUKbG,PrFOsLNJ,rsnlBqNw,FiIcumqx,51603,60619,67789,84890,8459,38372
ravVgUym,NUrOENKv,GprtnjkN,ZobUhlwj,KmqOhtWb,HoyPaLRt,76096,98450,26603,43915,30433,137
gyfHeRbW,AHcVGPBB,VizqDbfZ,VvylIcnN,UtlFAZQu,eyeguJxt,2517,20639,92138,38295,20096,35698
ONInqUdU,DRKhIdGc,mBGkHSiY,ZrMKDkVG,nuzFHMSx,VVFBItEK,69483,59416,49081,16979,74642,94250
lMrmvztP,UeUujwDy,VMpQtHkm,IluFVfsb,BSiaufLQ,vebkXPyD,72270,80835,14399,25249,10699,38342
ChcNKeTK,RnflKthN,gMdudpfJ,sccbSXIw,tcPnmjeq,xjpSJFOY,49769,19728,25539,60237,96235,96972
dNLjPhba,Ljcgaxjd,qnLbxmsT,lOiXrVhb,vAgLkAgk,hBDMywFL,21402,76330,65888,92307,37042,33535
RoqMxXys,HOgPzEvE,gBMmJCwp,MsQPZUHh,oUlCuxwz,jHLzGNyD,9724,75331,22364,72172,66472,57551
MzGTDqzc,ZGytqQlt,XTYdtvyq,WAFKRcuO,gXcCCieo,isqpiIgU,52515,90151,68612,12081,29583,70646
gOxntpWw,ntYeaNAd,UiXztQKr,wvFBPVLD,oItBIgCU,dsawVNjG,58695,85836,2171,91166,76950,10970
DpimInhO,hgjEdzJo,TjRYaHpK,PLyEaGCb,pxCcmbvw,pBXcCAJe,85905,28440,48967,58686,77884,39053
EBZvAeQO,BTqUicgr,ysLUujnh,dpIpuxUh,ZBDbmGDp,TNTcmsoZ,66719,17602,25630,98346,37471,4114
RhpQNcUy,WJLjgGyR,gMNGVGqi,tfbKFjDL,navUBYno,ESPGtMyK,24665,68788,47687,16555,88653,82411
RTZyNZXO,rODneffP,NENuyKND,LMqSCTJL,YcwuBQZf,RsIKcviI,89114,88401,13153,27752,84289,65007
zQtDdFsT,spxZEpIv,OLWBdxIV,WGpiFMrA,UhdUMNir,OWGhecjM,19457,4463,25045,66202,78093,10676
YnyzRfLi,fWxCrrnO,becPqyVy,NGfWUoxe,EtsMVhyx,YLWGJBkO,35184,13249,23913,52160,70159,86060
Ryymkuyo,TVtxLHKA,orqPajfc,BiBoCIeQ,fbvFeauO,aQMXlwqn,77644,48394,37769,17820,82330,78857
mYcVZeEl,dZqTqler,YdLmbyNK,zogYKHDC,oBeKqbLu,vBgGJMlE,1770,25612,55254,37412,92252,37766
RcZYObsb,WsVQZMAJ,wWiVuocs,kTSkEuFF,ysBAQwAg,yikUnyZe,83660,32918,66872,23617,46649,19770
lffuXmXQ,XlUmDUbr,vVvRhiPe,RgYYiCQS,IjaoNQLR,eejgHqXs,34576,76342,93118,29725,86189,42400
XsytApFl,eVJwlnem,tPvmjbxO,UUykkITq,SvZipNhM,KGheWhGJ,93520,81753,81843,89575,60655,14313
hjvhzaVO,JzkNMtvk,nrOJVlME,KzPboHHy,dudAypLc,OBFVnHkt,3640,54281,71896,82020,51008,3411
QPkGovuv,PoUEyYNR,ALqpXiiP,gArgMiOc,uAHVNozu,CRvYgAjF,64829,12570,69064,98153,14802,1810
ORkJhbgr,SkePDnsM,CQpgdeoz,tXOcpuSD,oZGrTxVD,xlCnmRfz,61932,30608,81961,17428,58349,54313
nHxxRENq,lDkSSTml,HyalOwWI,WvmlnCnD,WIWxwKBu,soCOPxBv,97459,75547,89848,24709,64328,22094
ZFZNLEJb,bgNyrrkZ,IxQMMSMd,WjhKEcfP,KMtFVTEh,AoLumjwr,85425,20231,25559,68557,2857,38512
faHspfXu,QmJQQuwt,boGyIdCX,klwXlVxL,rwZxXMaj,oDpEdicV,31086,71138,99859,26841,14263,64954
bXzUAyTX,ZiHmrgSH,NjAUYSYl,jWeKtovc,ZltnsGVP,SNINigrS,31522,32297,86229,89787,22765,9012
KKCtQSSU,BButAMST,ezHdXdUe,oWnnPKcq,VLFSNeMS,LEqhAXWV,38140,19631,18633,78349,89746,9392
fAhyfJKp,NkFhMLeo,fcNupliN,PKaWWVYs,LZtNjNdy,hZmimdzh,88723,17210,68145,84041,52933,521
SghyUpIP,bQjqQYPE,qwqtRKyi,JZZcSPdS,CJpmDZRe,HhDEqyOH,16113,82436,17824,73065,86830,19167
bZGjfDKD,EcOKQJsE,ygUmJODu,lfwAdEtb,zSwqwxLc,PsbpVEhR,97483,23797,48681,12451,77509,42837
vgVcAVaA,SetSelmi,SIMTkpOr,yhDYQhJU,UFJVYulk,WCBYQBnQ,77898,69410,27832,11114,35090,23413
PBrXbENj,jyPghRdy,ZCIwsgPO,AkqTbdwJ,ovTjQfoN,kaUVpuiQ,29338,61343,79333,26950,85837,81520
DNVUdFtr,ILLTLTQa,aistQfqA,uBddikds,aOzLJanA,zFXGQWjQ,47105,89290,15868,60192,58563,16894
wlKcZjtN,SJaIVvQe,ZgkoBzCJ,hDdSOXcy,fTvHuGpL,zVFKPEoo,65574,80032,5628,37708,2607,74303
WLDqhpaP,ojSAyPDC,rcKaCpcl,SSoiMYDp,DysmeXhE,uHYxHqOa,86991,6041,33814,19358,28294,49329
